n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
184,0.6905853333333334,0.0008160940849899217,0.679798,0.0014868337723722288
185,0.6899956666666668,0.0008267971671187062,0.6791486666666667,0.001486101013465178
186,0.6893980000000001,0.0008320869345607195,0.6784866666666667,0.0014793715632734684
187,0.6888066666666667,0.0008424117494168638,0.6778346666666666,0.0014663626957733026
188,0.6882243333333333,0.0008501926579050041,0.6771980000000001,0.0014725599025732742
189,0.6876466666666667,0.0008587690156393621,0.676554,0.0014734021854198656
190,0.6870823333333332,0.0008600210591737034,0.6759336666666668,0.0014721268816089046
191,0.6865146666666666,0.0008766969576515951,0.675306,0.0014601760167870408
192,0.6859489999999999,0.0008750020952355439,0.674681,0.0014566619374446613
193,0.6854,0.0008806940444898979,0.6740646666666666,0.0014655206886594633
194,0.684854,0.000896205705553535,0.673455,0.0014537278516512635
195,0.6843186666666666,0.0008919511695653205,0.6728643333333334,0.0014559881715026173
196,0.683785,0.0009034448885608138,0.6722573333333334,0.0014552562966326085
197,0.6832486666666666,0.0009118933904550392,0.6716673333333333,0.0014569393337480494
198,0.6827216666666667,0.0009168643423223406,0.6710796666666666,0.0014539427621318194
199,0.682209,0.0009230323215720549,0.6705009999999999,0.0014568658139993559
200,0.6816973333333333,0.0009275280169473262,0.6699273333333333,0.00144924033740283
201,0.6811873333333334,0.0009247361185164321,0.6693656666666666,0.0014499327187455886
202,0.680685,0.0009308945518513934,0.6687919999999999,0.0014549737683775352
203,0.680181,0.0009435210649476907,0.6682336666666666,0.001448149470492911
204,0.6796953333333334,0.0009441328767122431,0.6676846666666667,0.0014590246361486877
205,0.6792046666666667,0.0009545094144230471,0.6671333333333332,0.0014601847676083846
206,0.6787336666666667,0.0009521226578311802,0.6665993333333334,0.0014687283237171296
207,0.6782496666666668,0.0009459740423970101,0.666054,0.0014719954710074874
208,0.6777656666666667,0.0009459141375175233,0.6655216666666667,0.0014792000841295468
209,0.6772963333333334,0.0009465285110456184,0.6649936666666667,0.0014753653408186196
210,0.6768336666666667,0.0009420493027909492,0.664468,0.0014820994118704442
211,0.6763750000000001,0.0009425087090667372,0.6639523333333334,0.0014895373629269805
212,0.6759189999999999,0.0009399180815368962,0.6634403333333333,0.0014900428032628742
213,0.6754536666666667,0.000936740922323546,0.662924,0.001491513548938336
214,0.675014,0.0009281167311640513,0.6624226666666666,0.0014982973299345313
215,0.6745593333333334,0.0009264499746643254,0.6619133333333332,0.001503223277567972
216,0.6741253333333334,0.0009247732454799534,0.6614236666666667,0.0015025716473951061
217,0.673696,0.0009206327534183607,0.6609226666666667,0.0015162968779965631
218,0.6732589999999999,0.000923049655580196,0.6604333333333333,0.0015125916684801397
219,0.6728263333333334,0.0009128432991970202,0.6599369999999999,0.0015284334027580715
220,0.6724036666666665,0.0009234577533499905,0.6594483333333333,0.0015213906650020845
221,0.6719936666666667,0.0009193770838030295,0.6589843333333333,0.0015239620146914022
222,0.6715606666666666,0.0009185605889409905,0.658491,0.0015306419132725528
223,0.6711503333333333,0.0009173346656967063,0.6580210000000001,0.0015275826218789982
224,0.6707483333333334,0.0009144821242405384,0.6575536666666667,0.0015384300077965507
225,0.6703359999999999,0.0009144860122859624,0.6570883333333334,0.0015420982098714783
226,0.6699350000000001,0.0009255315589793151,0.6566276666666667,0.0015299347117515186
227,0.6695263333333333,0.0009293368005674431,0.6561563333333333,0.0015357643771822943
228,0.6691326666666667,0.0009336924309190372,0.6556986666666667,0.0015315126146685542
229,0.6687376666666666,0.0009291965466047429,0.6552416666666666,0.0015322406976567067
230,0.6683563333333332,0.0009341464315381837,0.654796,0.0015393078531166535
231,0.6679689999999999,0.000933724084870157,0.6543423333333332,0.0015358524958110134
232,0.667582,0.000930171310386785,0.653901,0.0015363764729605719
233,0.6672013333333333,0.0009423295012302604,0.6534596666666667,0.0015230474567640817
234,0.6668370000000001,0.0009467343872491213,0.653036,0.0015242565400876676
235,0.6664530000000001,0.0009528515099426348,0.6525913333333333,0.0015178955461061289
236,0.6660823333333333,0.000948802871459021,0.6521626666666666,0.0015242388993271954
237,0.6657066666666667,0.0009524439907708444,0.651731,0.0015204639642776023
238,0.6653343333333334,0.0009733808207594107,0.6512950000000001,0.0014968172901192393
239,0.6649703333333333,0.0009708602142201259,0.6508733333333333,0.0015069431162308656
240,0.664613,0.0009872902308845286,0.650455,0.001490490523284175
241,0.664254,0.000996590521060023,0.6500323333333333,0.0014874883379561448
242,0.6638963333333333,0.0009974755914585248,0.6496156666666667,0.001485572916045827
243,0.663549,0.001017282982589743,0.649204,0.0014658528802941248
244,0.6632083333333334,0.00101847773116985,0.6488,0.0014658385540934197
245,0.6628553333333334,0.001016530154769457,0.6483936666666666,0.0014700359028117624
246,0.6625103333333334,0.0010242643972898844,0.6479926666666667,0.0014596370172828184
247,0.6621610000000001,0.0010287869879944003,0.6475793333333334,0.0014530992930820226
248,0.661836,0.001038369234264337,0.647192,0.0014435853513619136
249,0.6614993333333333,0.001037016339740578,0.6467963333333333,0.0014445890611366461
250,0.6611633333333333,0.0010449275360308664,0.646408,0.0014334080600675659
251,0.6608390000000001,0.0010346906139840533,0.6460326666666667,0.001436779345929263
252,0.6605026666666667,0.0010330402810259415,0.6456433333333332,0.0014385043930725155
253,0.660177,0.001039862490909241,0.6452616666666667,0.0014283065341710083
254,0.6598666666666667,0.0010398308623147292,0.6448916666666666,0.001437068621264232
255,0.6595453333333333,0.0010406614349644373,0.6445150000000001,0.0014356889170940173
256,0.6592306666666666,0.001047170897651822,0.644145,0.0014363128721370541
257,0.6589119999999999,0.0010541008806877732,0.6437786666666666,0.0014299548555422865
258,0.6586029999999999,0.001056955060539453,0.6434126666666666,0.0014228097397598785
259,0.6582966666666666,0.001065182404828174,0.6430476666666667,0.00142178158972782
260,0.6579923333333334,0.0010672610843754334,0.6426963333333333,0.0014220361770675418
